Subject,Predicate,Object
Hooligan Sparrow,released_on_date,2016-10-17 00:00:00
Hooligan Sparrow,released_on_year,2016
White Lily,directed_by,Hideo Nakata
White Lily,starred_by,Rin Asuka
White Lily,released_on_date,2016-10-07 00:00:00
White Lily,released_on_year,2016
Oasis: Supersonic,directed_by,Mat Whitecross
Oasis: Supersonic,starred_by,Oasis
Oasis: Supersonic,released_on_date,2016-10-26 00:00:00
Oasis: Supersonic,released_on_year,2016
My Father Iqbal,directed_by,Suzad Iqbal Khan
My Father Iqbal,starred_by,Narendra Jha
My Father Iqbal,released_on_date,2016-10-21 00:00:00
My Father Iqbal,released_on_year,2016
Happy Birthday,starred_by,Matt Bush
Happy Birthday,starred_by,Steven Tyler
Happy Birthday,starred_by,Britne Oldford
Happy Birthday,starred_by,Erik Palladino
Happy Birthday,starred_by,Matthew Willig
Revengeance,directed_by,Bill Plympton
Revengeance,starred_by,Ruby Modine
Revengeance,released_on_date,2016-09-15 00:00:00
Revengeance,released_on_year,2016
Revengeance,starred_by,Dave Foley
Revengeance,starred_by,Matthew Modine
Revengeance,starred_by,Keith Knight
Revengeance,starred_by,Ken Mora
Boo! A Madea Halloween,directed_by,Tyler Perry
Boo! A Madea Halloween,starred_by,Cassi Davis
Boo! A Madea Halloween,released_on_date,2016-10-21 00:00:00
Boo! A Madea Halloween,released_on_year,2016
Boo! A Madea Halloween,starred_by,Bella Thorne
Boo! A Madea Halloween,starred_by,Patrice Lovely
Boo! A Madea Halloween,starred_by,Andre Hall
Boo! A Madea Halloween,starred_by,Liza Koshy
Boo! A Madea Halloween,starred_by,Yousef Erakat
Boo! A Madea Halloween,starred_by,Brock O'Hurn
Boo! A Madea Halloween,starred_by,Tyler Perry
Boo! A Madea Halloween,starred_by,Diamond White
Reunion 2: The Bachelor Party,directed_by,Taneli Mustonen
Reunion 2: The Bachelor Party,starred_by,Aku Hirviniemi
Reunion 2: The Bachelor Party,released_on_date,2016-11-02 00:00:00
Reunion 2: The Bachelor Party,released_on_year,2016
Reunion 2: The Bachelor Party,starred_by,Jaajo Linnonmaa
Reunion 2: The Bachelor Party,starred_by,Sami Hedberg
Ayamma,starred_by,Theresa Edem
Ayamma,released_on_date,2016-12-26 00:00:00
Ayamma,released_on_year,2016
Ayamma,starred_by,Majid Michel
Ayamma,starred_by,Adesua Etomi
Ayamma,starred_by,Ime Bishop Umoh
Ayamma,starred_by,Wale Ojo
Bonikka,starred_by,Gayesha Perera
Bonikka,released_on_date,2015-01-16 00:00:00
Bonikka,released_on_year,2015
Playing with Dolls,starred_by,Richard Tyson
Playing with Dolls,released_on_date,2015-03-06 00:00:00
Playing with Dolls,released_on_year,2015
Naruda Donoruda,starred_by,Pallavi Subhash
Naruda Donoruda,released_on_date,2016-11-04 00:00:00
Naruda Donoruda,released_on_year,2016
Naruda Donoruda,starred_by,Tanikella Bharani
Naruda Donoruda,starred_by,Sumanth
Olappeeppi,starred_by,Biju Menon
Olappeeppi,released_on_date,2016-09-30 00:00:00
Olappeeppi,released_on_year,2016
The Chamber,starred_by,Elliot Levey
The Chamber,released_on_date,2016-08-26 00:00:00
The Chamber,released_on_year,2016
The Chamber,released_on_date,2016-10-29 00:00:00
The Chamber,starred_by,James McArdle
The Chamber,starred_by,Charlotte Salt
The Chamber,starred_by,Johannes Bah Kuhnke
The Unseen,starred_by,Camille Sullivan
The Unseen,released_on_date,2016-07-17 00:00:00
The Unseen,released_on_year,2016
The Unseen,starred_by,Ben Cotton
The Unseen,starred_by,Julia Sarah Stone
The Unseen,starred_by,Aden Young
Needhi Singh,starred_by,Kulraj Randhawa
Needhi Singh,released_on_date,2016-07-22 00:00:00
Needhi Singh,released_on_year,2016
Shororipu,starred_by,Chiranjeet Chakraborty
Shororipu,released_on_date,2016-06-17 00:00:00
Shororipu,released_on_year,2016
Shororipu,starred_by,Indraneil Sengupta
Love Everlasting,starred_by,Christie Burke
Love Everlasting,released_on_date,2016-11-15 00:00:00
Love Everlasting,released_on_year,2016
Love Everlasting,starred_by,Emily Procter
Love Everlasting,starred_by,Lucky Blue Smith
Manny Lewis,starred_by,Carl Barron
Manny Lewis,released_on_date,2015-03-12 00:00:00
Manny Lewis,released_on_year,2015
Manny Lewis,starred_by,Roy Billing
Manny Lewis,starred_by,Damien Garvey
Manny Lewis,starred_by,Leeanna Walsman
Vaaimai,starred_by,Urvashi
Vaaimai,released_on_date,2016-09-08 00:00:00
Vaaimai,released_on_year,2016
Vaaimai,starred_by,Thiagarajan
Vaaimai,starred_by,Goundamani
Vaaimai,starred_by,Manoj Bharathiraja
Vaaimai,starred_by,Poornima Bhagyaraj
Vaaimai,starred_by,Shanthanu Bhagyaraj
Vaaimai,starred_by,Muktha
Vaaimai,starred_by,Ramki
Vaaimai,starred_by,Prithvi Pandiarajan
Veera Sivaji,starred_by,Vikram Prabhu
Veera Sivaji,released_on_date,2016-12-16 00:00:00
Veera Sivaji,released_on_year,2016
Veera Sivaji,starred_by,Shamili
Paglee,starred_by,Prastuti Parashar
Paglee,released_on_date,2016-11-04 00:00:00
Paglee,released_on_year,2016
Raja Manthiri,starred_by,Bala Saravanan
Raja Manthiri,released_on_date,2016-06-24 00:00:00
Raja Manthiri,released_on_year,2016
Raja Manthiri,starred_by,Kaali Venkat
Raja Manthiri,starred_by,Kalaiyarasan
Raja Manthiri,starred_by,Shaalin Zoya
The Fight Within,starred_by,Dan Severn
The Fight Within,released_on_date,2016-08-12 00:00:00
The Fight Within,released_on_year,2016
The Worst Year of My Life,starred_by,Nicholas Tucci
The Worst Year of My Life,released_on_date,2015-02-13 00:00:00
The Worst Year of My Life,released_on_year,2015
Parandhu Sella Vaa,starred_by,Luthfudeen
Parandhu Sella Vaa,released_on_date,2016-12-09 00:00:00
Parandhu Sella Vaa,released_on_year,2016
Parandhu Sella Vaa,starred_by,Aishwarya Rajesh
Parandhu Sella Vaa,starred_by,Narelle Kheng
The Three Stooges Collection,released_on_date,2016-10-18 00:00:00
The Three Stooges Collection,released_on_year,2016
Two Lottery Tickets,starred_by,Alexandru Papadopol
Two Lottery Tickets,released_on_date,2016-10-07 00:00:00
Two Lottery Tickets,released_on_year,2016
Two Lottery Tickets,starred_by,Dragoș Bucur
Two Lottery Tickets,starred_by,Dorian Boguță
Saya e Khuda e Zuljalal,starred_by,Firdous Jamal
Saya e Khuda e Zuljalal,released_on_date,2016-12-16 00:00:00
Saya e Khuda e Zuljalal,released_on_year,2016
Mo,starred_by,Aishwarya Rajesh
Mo,released_on_date,2016-12-30 00:00:00
Mo,released_on_year,2016
Mo,starred_by,Darbuka Siva
Mummy,starred_by,Priyanka Upendra
Mummy,released_on_date,2016-12-02 00:00:00
Mummy,released_on_year,2016
Mummy,starred_by,Yuvina Parthavi
Luckunnodu,starred_by,Vishnu Manchu
Luckunnodu,released_on_date,2017-01-26 00:00:00
Luckunnodu,released_on_year,2017
Atti,starred_by,Ma Ka Pa Anand
Atti,released_on_date,2016-12-09 00:00:00
Atti,released_on_year,2016
Pocket Listing,starred_by,Caitlin Gerard
Pocket Listing,released_on_date,2016-12-02 00:00:00
Pocket Listing,released_on_year,2016
Pocket Listing,starred_by,Rob Lowe
Pocket Listing,starred_by,Burt Reynolds
Pocket Listing,starred_by,James Jurdi
Achamindri,starred_by,Samuthirakani
Achamindri,released_on_date,2016-12-30 00:00:00
Achamindri,released_on_year,2016
Achamindri,starred_by,Vidya Pradeep
Achamindri,starred_by,Vijay Vasanth
Karachi Lahore,released_on_date,2016-11-11 00:00:00
Karachi Lahore,released_on_year,2016
Hero Nero,starred_by,Mahinda Pathirage
Hero Nero,released_on_date,2016-11-11 00:00:00
Hero Nero,released_on_year,2016
Hero Nero,starred_by,Duleeka Marapana
Hero Nero,starred_by,Nilmini Tennakoon
Hero of the Underworld,starred_by,Chris Ashworth
Hero of the Underworld,released_on_date,2016-11-14 00:00:00
Hero of the Underworld,released_on_year,2016
Hero of the Underworld,starred_by,Lisa Varga
Hero of the Underworld,starred_by,Catherine Mary Stewart
Hero of the Underworld,starred_by,Tom Malloy
Hero of the Underworld,starred_by,Gabriel Jarret
Hero of the Underworld,starred_by,Erik Aude
Beyond the Gates,released_on_date,2016-12-09 00:00:00
Desolasi,directed_by,Syafiq Yusof
Desolasi,starred_by,Syamsul Yusof
Desolasi,released_on_date,2016-12-08 00:00:00
Desolasi,released_on_year,2016
Desolasi,starred_by,Jalaluddin Hassan
Mehandi Laga Ke Rakhna,directed_by,Rajnish Mishra
Mehandi Laga Ke Rakhna,starred_by,Khesari Lal Yadav
Mehandi Laga Ke Rakhna,released_on_date,2017-02-02 00:00:00
Mehandi Laga Ke Rakhna,released_on_year,2017
Mehandi Laga Ke Rakhna,starred_by,Kajal Raghwani
Godspeed,directed_by,Chung Mong-hong
Godspeed,starred_by,Michael Hui
Godspeed,released_on_date,2016-11-18 00:00:00
Godspeed,released_on_year,2016
The Yuppie Fantasia 3,directed_by,Lawrence Cheng
The Yuppie Fantasia 3,starred_by,Lawrence Cheng
The Yuppie Fantasia 3,released_on_date,2017-01-26 00:00:00
The Yuppie Fantasia 3,released_on_year,2017
Byomkesh Pawrbo,directed_by,Arindam Sil
Byomkesh Pawrbo,starred_by,Sohini Sarkar
Byomkesh Pawrbo,released_on_date,2016-12-16 00:00:00
Byomkesh Pawrbo,released_on_year,2016
Red Dog: True Blue,directed_by,Kriv Stenders
Red Dog: True Blue,starred_by,Jason Isaacs
Red Dog: True Blue,released_on_date,2016-12-26 00:00:00
Red Dog: True Blue,released_on_year,2016
Sword Master,directed_by,Derek Yee
Sword Master,starred_by,Jiang Yiyan
Sword Master,released_on_date,2016-12-02 00:00:00
Sword Master,released_on_year,2016
Sword Master,starred_by,Jiang Mengjie
Sarigama,directed_by,Somaratne Dissanayake
Sarigama,starred_by,Ashan Dias
Sarigama,released_on_date,2016-12-02 00:00:00
Sarigama,released_on_year,2016
Ilawod,directed_by,Dan Villegas
Ilawod,starred_by,Ian Veneracion
Ilawod,released_on_date,2017-01-18 00:00:00
Ilawod,released_on_year,2017
Ilawod,starred_by,Harvey Bautista
Ilawod,starred_by,Iza Calzado
Saya e Khuda e Zuljalal,starred_by,Sohail Sameer
Saya e Khuda e Zuljalal,starred_by,Jia Ali
Saya e Khuda e Zuljalal,starred_by,Asad Malik
Saya e Khuda e Zuljalal,starred_by,Iftikhar Thakur
Mo,starred_by,Suresh Ravi
Luckunnodu,starred_by,Hansika Motwani
Pocket Listing,starred_by,Jessica Clark
Pocket Listing,starred_by,Ken Davitian
Mehandi Laga Ke Rakhna,starred_by,Sanjay Pandey
Godspeed,starred_by,Chen Yi Wen
Byomkesh Pawrbo,starred_by,Sayantika Banerjee
Bijuli Machine,directed_by,Navin Awal
Bijuli Machine,starred_by,Rajesh Hamal
Bijuli Machine,released_on_date,2016-12-02 00:00:00
Bijuli Machine,released_on_year,2016
Where or When,released_on_date,2016-11-03 00:00:00
Where or When,released_on_year,2016
"After Winter, Spring",released_on_date,2015-02-10 00:00:00
"After Winter, Spring",released_on_year,2015
"After Winter, Spring",released_on_date,2015-02-25 00:00:00
All India Bakchod Knockout,released_on_date,2015-01-28 00:00:00
All India Bakchod Knockout,released_on_year,2015
Daniel Sosa: Sosafado,released_on_date,2017-02-03 00:00:00
Daniel Sosa: Sosafado,released_on_year,2017
1 Buck,released_on_date,2017-01-10 00:00:00
1 Buck,released_on_year,2017
Han Solo: A Smuggler's Trade,released_on_date,2016-12-11 00:00:00
Han Solo: A Smuggler's Trade,released_on_year,2016
The Coffin in the Mountain,released_on_date,2016-10-15 00:00:00
The Coffin in the Mountain,released_on_year,2016
"Accidental Courtesy: Daryl Davis, Race & America",released_on_date,2016-03-13 00:00:00
"Accidental Courtesy: Daryl Davis, Race & America",released_on_year,2016
Super Mother,released_on_date,2015-03-08 00:00:00
Super Mother,released_on_year,2015
Well,released_on_date,2016-09-22 00:00:00
Well,released_on_year,2016
Dofus – Book 1: Julith,released_on_date,2016-02-03 00:00:00
Dofus – Book 1: Julith,released_on_year,2016
Screamers,released_on_date,2016-11-10 00:00:00
Screamers,released_on_year,2016
Neighborhood Food Drive,released_on_date,2017-01-20 00:00:00
Neighborhood Food Drive,released_on_year,2017
There Will Be No Stay,released_on_date,2015-03-01 00:00:00
There Will Be No Stay,released_on_year,2015
Talking Back at Thunder,released_on_date,2017-01-26 00:00:00
Talking Back at Thunder,released_on_year,2017
The Future of Work and Death,released_on_date,2016-09-25 00:00:00
The Future of Work and Death,released_on_year,2016
Unknown Brood,released_on_date,2016-11-19 00:00:00
Unknown Brood,released_on_year,2016
Descendants 2,directed_by,Kenny Ortega
Descendants 2,starred_by,Cameron Boyce
Descendants 2,has_genre,Musical film
Descendants 2,released_on_date,2017-07-21 00:00:00
Descendants 2,released_on_year,2017
Descendants 2,has_genre,Fantasy film
Descendants 2,starred_by,Sofia Carson
Descendants 2,has_genre,Teen film
Descendants 2,starred_by,Booboo Stewart
Descendants 2,starred_by,China Anne McClain
Descendants 2,starred_by,Dove Cameron
Still Star-Crossed,starred_by,Medalion Rahimi
Still Star-Crossed,has_genre,Period drama
Still Star-Crossed,released_on_date,2017-05-29 00:00:00
Still Star-Crossed,released_on_year,2017
Still Star-Crossed,starred_by,Grant Bowler
Still Star-Crossed,starred_by,Dan Hildebrand
Still Star-Crossed,starred_by,Zuleikha Robinson
Still Star-Crossed,starred_by,Torrance Coombs
Still Star-Crossed,starred_by,Lashana Lynch
Still Star-Crossed,starred_by,Susan Wooldridge
Still Star-Crossed,starred_by,Ebonée Noel
Still Star-Crossed,starred_by,Anthony Stewart Head
Trial & Error,starred_by,Steven Boyer
Trial & Error,has_genre,Sitcom
Trial & Error,released_on_date,2017-03-14 00:00:00
Trial & Error,released_on_year,2017
Trial & Error,has_genre,Mockumentary
Trial & Error,has_genre,Surreal comedy
Trial & Error,starred_by,Amanda Payton
Trial & Error,starred_by,John Lithgow
Trial & Error,starred_by,Jayma Mays
Trial & Error,starred_by,Kristin Chenoweth
Trial & Error,starred_by,Krysta Rodriguez
Trial & Error,starred_by,Nicholas D'Agosto
Trial & Error,starred_by,Sherri Shepherd
The Good Fight,starred_by,Rose Leslie
The Good Fight,has_genre,Legal drama
The Good Fight,released_on_date,2017-02-19 00:00:00
The Good Fight,released_on_year,2017
The Good Fight,has_genre,Political drama
The Good Fight,starred_by,Sarah Steele
The Good Fight,starred_by,Delroy Lindo
The Good Fight,starred_by,John Slattery
The Good Fight,starred_by,Christine Baranski
The Kennedys: After Camelot,starred_by,Matthew Perry
The Kennedys: After Camelot,has_genre,Historical fiction
The Kennedys: After Camelot,released_on_date,2017-04-02 00:00:00
The Kennedys: After Camelot,released_on_year,2017
The Kennedys: After Camelot,has_genre,Drama
The Kennedys: After Camelot,starred_by,Alexander Siddig
The Kennedys: After Camelot,starred_by,Katie Holmes
Rogue,directed_by,Puri Jagannadh
Rogue,starred_by,Angela Krislinzki
Rogue,released_on_date,2017-03-31 00:00:00
Rogue,released_on_year,2017
Rogue,starred_by,Mannara Chopra
Vendetta,directed_by,Stormy Daniels
Vendetta,starred_by,Veronica Hart
Vendetta,released_on_date,2017-04-12 00:00:00
Vendetta,released_on_year,2017
Vendetta,starred_by,Stormy Daniels
Vendetta,starred_by,Asa Akira
Vendetta,starred_by,Kyle Stone
White Lily,released_on_date,2017-02-11 00:00:00
White Lily,released_on_year,2017
Commando,released_on_date,2017-03-03 00:00:00
Commando,released_on_year,2017
Gary of the Pacific,directed_by,Thedownlowconcept
Gary of the Pacific,starred_by,Josh Thomson
Gary of the Pacific,released_on_date,2017-03-16 00:00:00
Gary of the Pacific,released_on_year,2017
Gary of the Pacific,starred_by,David Fane
Shivalinga,directed_by,P. Vasu
Shivalinga,starred_by,Ritika Singh
Shivalinga,released_on_date,2017-04-14 00:00:00
Shivalinga,released_on_year,2017
Shivalinga,starred_by,Urvashi
Shivalinga,starred_by,Vadivelu
Shivalinga,starred_by,Raghava Lawrence
Shivalinga,starred_by,Shakthi Vasudevan
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,directed_by,Hiroshi Nishikiori
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Rie Murakawa
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,released_on_date,2017-02-25 00:00:00
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,released_on_year,2017
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Ryoka Yuzuki
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Yumi Hara
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Yōko Hikasa
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Aya Suzaki
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Aya Uchida
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Ayane Sakura
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Nao Tōyama
Trinity Seven the Movie: The Eternal Library and the Alchemist Girl,starred_by,Yoshitsugu Matsuoka
Aby,directed_by,Srikant Murali
Aby,starred_by,Vineeth Sreenivasan
Aby,released_on_date,2017-02-23 00:00:00
Aby,released_on_year,2017
Aby,starred_by,Sudheer Karamana
Aby,starred_by,Aju Varghese
Aby,starred_by,Suraj Venjaramoodu
Aby,starred_by,Mareena Michael Kurisingal
Aby,starred_by,Vinitha Koshy
Fifty Shades,released_on_date,2017-02-10 00:00:00
Fifty Shades,released_on_year,2017
Kadugu,directed_by,Vijay Milton
Kadugu,starred_by,Bharath
Kadugu,released_on_date,2017-03-24 00:00:00
Kadugu,released_on_year,2017
Kadugu,starred_by,Subiksha
Kadugu,starred_by,A. Venkatesh
Kadugu,starred_by,Rajakumaran
Maya Dardel,directed_by,Magdalena Zyzak
Maya Dardel,starred_by,Rosanna Arquette
Maya Dardel,released_on_date,2017-03-12 00:00:00
Maya Dardel,released_on_year,2017
Maya Dardel,starred_by,Jordan Gavaris
Maya Dardel,starred_by,Lena Olin
Maya Dardel,starred_by,Alexander Koch
Maya Dardel,starred_by,Nathan Keyes
Maya Dardel,directed_by,Zachary Cotler
Courageous Love,directed_by,Daniel Knudsen
Courageous Love,starred_by,Patricia Mauceri
Courageous Love,released_on_date,2017-02-14 00:00:00
Courageous Love,released_on_year,2017
Axis,directed_by,Aisha Tyler
Axis,starred_by,Jonathan Sadowski
Axis,released_on_date,2017-04-07 00:00:00
Axis,released_on_year,2017
Axis,starred_by,Paula Malcomson
Axis,starred_by,Emily Bett Rickards
Axis,starred_by,Emmett Hughes
Axis,starred_by,Amber Nash
Axis,starred_by,Jean-Luc Bilodeau
One,directed_by,Birsa Dasgupta
One,starred_by,Nusrat Jahan
One,released_on_date,2017-04-14 00:00:00
One,released_on_year,2017
One,starred_by,Yash Dasgupta
One,starred_by,Prasenjit Chatterjee
Thong Dee Fun Khao,directed_by,Bin Bunluerit
Thong Dee Fun Khao,starred_by,Buakaw Banchamek
Thong Dee Fun Khao,released_on_date,2017-02-09 00:00:00
Thong Dee Fun Khao,released_on_year,2017
The Relationtrip,directed_by,Renée Felice Smith
The Relationtrip,starred_by,Renée Felice Smith
The Relationtrip,released_on_date,2017-03-11 00:00:00
The Relationtrip,released_on_year,2017
The Relationtrip,starred_by,Matt Bush
Surga Yang Tak Dirindukan 2,directed_by,Hanung Bramantyo
Surga Yang Tak Dirindukan 2,starred_by,Reza Rahadian
Surga Yang Tak Dirindukan 2,released_on_date,2017-02-09 00:00:00
Surga Yang Tak Dirindukan 2,released_on_year,2017
Surga Yang Tak Dirindukan 2,starred_by,Nora Danish
Surga Yang Tak Dirindukan 2,starred_by,Laudya Cynthia Bella
Surga Yang Tak Dirindukan 2,starred_by,Raline Shah
GadgetGang in Outer Space,starred_by,Maisa Silva
GadgetGang in Outer Space,released_on_date,2017-02-23 00:00:00
GadgetGang in Outer Space,released_on_year,2017
GadgetGang in Outer Space,starred_by,Danilo Gentili
Mupparimanam,starred_by,Skanda Ashok
Mupparimanam,released_on_date,2017-03-03 00:00:00
Mupparimanam,released_on_year,2017
Mupparimanam,starred_by,Shanthanu Bhagyaraj
Mupparimanam,starred_by,Srushti Dange
Corporate,starred_by,Stéphane De Groodt
Corporate,released_on_date,2017-04-05 00:00:00
Corporate,released_on_year,2017
Corporate,starred_by,Céline Sallette
Corporate,starred_by,Lambert Wilson
Muthuramalingam,starred_by,Priya Anand
Muthuramalingam,released_on_date,2017-02-24 00:00:00
Muthuramalingam,released_on_year,2017
Muthuramalingam,starred_by,Gautham Karthik
Muthuramalingam,starred_by,Napoleon
61 Garpar Lane,starred_by,Priyanshu Chatterjee
61 Garpar Lane,released_on_date,2017-02-17 00:00:00
61 Garpar Lane,released_on_year,2017
61 Garpar Lane,starred_by,Soumitra Chatterjee
Whose Meal Ticket,starred_by,Uti Nwachukwu
Whose Meal Ticket,released_on_date,2017-04-15 00:00:00
